,Sentence #,Word,Tag
34233,1235,of,null
34234,1235,methanol,null
34235,1235,.,null
34236,1236,MoOx,target
34237,1236,/,target
34238,1236,Fe2O3,target
34239,1236,was,null
34240,1236,prepared,operation
34241,1236,using,null
34242,1236,the,null
34243,1236,incipient,meta
34244,1236,wetness,meta
34245,1236,technique,meta
34246,1236,.,null
34247,1237,Commercial,material-descriptor
34248,1237,Fe2O3,precursor
34249,1237,(,null
34250,1237,Sigma,brand
34251,1237,Aldrich,brand
34252,1237,",",null
34253,1237,<,null
34254,1237,50,number
34255,1237,nm,amount-unit
34256,1237,),null
34257,1237,was,null
34258,1237,first,null
34259,1237,calcined,operation
34260,1237,at,null
34261,1237,500,number
34262,1237,degC,condition-unit
34263,1237,for,null
34264,1237,3,number
34265,1237,hours,condition-unit
34266,1237,",",null
34267,1237,before,null
34268,1237,adding,operation
34269,1237,the,null
34270,1237,desired,amount-misc
34271,1237,amount,amount-misc
34272,1237,of,null
34273,1237,aqueous,material-descriptor
34274,1237,ammonium,precursor
34275,1237,heptamolybdate,precursor
34276,1237,for,null
34277,1237,1,number
34278,1237,",",null
34279,1237,3,number
34280,1237,or,null
34281,1237,6,number
34282,1237,monolayers,property-misc
34283,1237,(,null
34284,1237,MLS,null
34285,1237,),null
34286,1237,MoOx,target
34287,1237,/,target
34288,1237,Fe2O3,target
34289,1237,.,null
34290,1238,The,null
34291,1238,samples,unspecified-material
34292,1238,were,null
34293,1238,dried,operation
34294,1238,at,null
34295,1238,120,number
34296,1238,degC,condition-unit
34297,1238,for,null
34298,1238,24,number
34299,1238,hours,condition-unit
34300,1238,",",null
34301,1238,before,null
34302,1238,being,null
34303,1238,calcined,operation
34304,1238,at,null
34305,1238,500,number
34306,1238,degC,condition-unit
34307,1238,for,null
34308,1238,24,number
34309,1238,hours,condition-unit
34310,1238,in,null
34311,1238,a,null
34312,1238,muffle,apparatus-descriptor
34313,1238,furnace,synthesis-apparatus
34314,1238,.,null
34315,1239,For,null
34316,1239,subsequent,null
34317,1239,reduction,null
34318,1239,studies,null
34319,1239,",",null
34320,1239,the,null
34321,1239,calcined,operation
34322,1239,materials,unspecified-material
34323,1239,were,null
34324,1239,reduced,operation
34325,1239,in,null
34326,1239,a,null
34327,1239,tube,synthesis-apparatus
34328,1239,furnace,synthesis-apparatus
34329,1239,under,null
34330,1239,a,null
34331,1239,methanol,gas
34332,1239,/,gas
34333,1239,He,gas
34334,1239,flow,condition-type
34335,1239,at,null
34336,1239,350,number
34337,1239,degC,condition-unit
34338,1239,for,null
34339,1239,three,number
34340,1239,hours,condition-unit
34341,1239,.,null
34342,1240,Bulk,material-descriptor
34343,1240,phase,material-descriptor
34344,1240,samples,unspecified-material
34345,1240,were,null
34346,1240,synthesised,operation
34347,1240,to,null
34348,1240,be,null
34349,1240,used,null
34350,1240,as,null
34351,1240,reference,null
34352,1240,standards,null
34353,1240,in,null
34354,1240,the,null
34355,1240,analysis,null
34356,1240,.,null
34357,1241,Stoichiometric,amount-misc
34358,1241,Fe(NO3)3*9H2O,precursor
34359,1241,(,null
34360,1241,Fe(III),nonrecipe-material
34361,1241,",",null
34362,1241,Sigma,brand
34363,1241,Aldrich,brand
34364,1241,>,null
34365,1241,98,number
34366,1241,%,amount-unit
34367,1241,),null
34368,1241,was,null
34369,1241,added,operation
34370,1241,drop,condition-misc
34371,1241,wise,condition-misc
34372,1241,to,null
34373,1241,a,null
34374,1241,stirring,operation
34375,1241,solution,material-descriptor
34376,1241,of,null
34377,1241,(NH4)6Mo7O24*4H2O,precursor
34378,1241,(,null
34379,1241,Fluka,brand
34380,1241,Analytical,brand
34381,1241,",",null
34382,1241,>,null
34383,1241,99,number
34384,1241,%,amount-unit
34385,1241,),null
34386,1241,previously,null
34387,1241,acidified,operation
34388,1241,to,null
34389,1241,pH,condition-unit
34390,1241,2,number
34391,1241,with,null
34392,1241,dilute,material-descriptor
34393,1241,HNO3,material
34394,1241,.,null
34395,1242,The,null
34396,1242,resulting,null
34397,1242,mixture,unspecified-material
34398,1242,was,null
34399,1242,heated,operation
34400,1242,to,null
34401,1242,90,number
34402,1242,degC,condition-unit
34403,1242,for,null
34404,1242,~,null
34405,1242,1,number
34406,1242,hour,condition-unit
34407,1242,until,null
34408,1242,a,null
34409,1242,yellow,material-descriptor
34410,1242,sludge,unspecified-material
34411,1242,remained,operation
34412,1242,.,null
34413,1243,This,null
34414,1243,was,null
34415,1243,left,null
34416,1243,to,null
34417,1243,air,gas
34418,1243,dry,operation
34419,1243,overnight,condition-misc
34420,1243,",",null
34421,1243,after,null
34422,1243,which,null
34423,1243,it,null
34424,1243,was,null
34425,1243,dried,operation
34426,1243,at,null
34427,1243,120,number
34428,1243,degC,condition-unit
34429,1243,for,null
34430,1243,24,number
34431,1243,hours,condition-unit
34432,1243,",",null
34433,1243,followed,null
34434,1243,by,null
34435,1243,calcination,operation
34436,1243,at,null
34437,1243,500,number
34438,1243,degC,condition-unit
34439,1243,for,null
34440,1243,48,number
34441,1243,hours,condition-unit
34442,1243,.,null
34443,1244,Controlled,null
34444,1244,synthesis,null
34445,1244,of,null
34446,1244,bismuth,target
34447,1244,sulfide,target
34448,1244,nanorods,property-misc
34449,1244,by,null
34450,1244,hydrothermal,meta
34451,1244,method,meta
34452,1244,and,null
34453,1244,their,null
34454,1244,photocatalytic,null
34455,1244,activity,null
34456,1244,.,null
34457,1245,Bi(NO3)3*5H2O,precursor
34458,1245,and,null
34459,1245,thiourea,precursor
34460,1245,(NH2)2S,precursor
34461,1245,were,null
34462,1245,used,operation
34463,1245,as,null
34464,1245,precursors,material-descriptor
34465,1245,for,null
34466,1245,Bi,nonrecipe-material
34467,1245,and,null
34468,1245,S,nonrecipe-material
34469,1245,",",null
34470,1245,respectively,null
34471,1245,.,null
34472,1246,All,null
34473,1246,chemicals,unspecified-material
34474,1246,in,null
34475,1246,the,null
34476,1246,present,null
34477,1246,work,null
34478,1246,were,null
34479,1246,analytical,material-descriptor
34480,1246,grade,material-descriptor
34481,1246,reagents,material-descriptor
34482,1246,and,null
34483,1246,they,null
34484,1246,were,null
34485,1246,purchased,operation
34486,1246,from,null
34487,1246,Sigma-Aldrich,brand
34488,1246,.,null
34489,1247,Bi2S3,target
34490,1247,nanorods,property-misc
34491,1247,with,null
34492,1247,orthorhombic,property-misc
34493,1247,structure,property-misc
34494,1247,were,null
34495,1247,prepared,operation
34496,1247,through,null
34497,1247,the,null
34498,1247,hydrothermal,meta
34499,1247,method,meta
34500,1247,.,null
34501,1248,In,null
34502,1248,a,null
34503,1248,typical,null
34504,1248,procedure,null
34505,1248,",",null
34506,1248,different,null
34507,1248,weights,null
34508,1248,of,null
34509,1248,thiourea,precursor
34510,1248,were,null
34511,1248,added,operation
34512,1248,to,null
34513,1248,100,number
34514,1248,ml,amount-unit
34515,1248,distilled,material-descriptor
34516,1248,water,solvent
34517,1248,with,null
34518,1248,magnetic,null
34519,1248,stirring,operation
34520,1248,",",null
34521,1248,then,null
34522,1248,4.0,number
34523,1248,g,amount-unit
34524,1248,of,null
34525,1248,Bi(NO3)3,precursor
34526,1248,was,null
34527,1248,added,operation
34528,1248,to,null
34529,1248,the,null
34530,1248,thiourea,precursor
34531,1248,solution,material-descriptor
34532,1248,to,null
34533,1248,obtain,null
34534,1248,Bi2S3,target
34535,1248,nanorods,property-misc
34536,1248,at,null
34537,1248,different,null
34538,1248,Bi,nonrecipe-material
34539,1248,:,nonrecipe-material
34540,1248,S,nonrecipe-material
34541,1248,ratios,null
34542,1248,.,null
34543,1249,After,null
34544,1249,being,null
34545,1249,stirred,operation
34546,1249,for,null
34547,1249,10,number
34548,1249,min,condition-unit
34549,1249,at,null
34550,1249,60,number
34551,1249,degC,condition-unit
34552,1249,",",null
34553,1249,the,null
34554,1249,solution,unspecified-material
34555,1249,was,null
34556,1249,transferred,operation
34557,1249,to,null
34558,1249,a,null
34559,1249,Teflon,apparatus-descriptor
34560,1249,-,apparatus-descriptor
34561,1249,lined,apparatus-descriptor
34562,1249,autoclave,synthesis-apparatus
34563,1249,.,null
34564,1250,The,null
34565,1250,autoclave,synthesis-apparatus
34566,1250,was,null
34567,1250,transferred,operation
34568,1250,into,null
34569,1250,an,null
34570,1250,oven,synthesis-apparatus
34571,1250,and,null
34572,1250,maintained,operation
34573,1250,at,null
34574,1250,various,condition-misc
34575,1250,temperatures,condition-misc
34576,1250,(,null
34577,1250,100-250,number
34578,1250,degC,condition-unit
34579,1250,),null
34580,1250,for,null
34581,1250,various,condition-misc
34582,1250,reaction,condition-misc
34583,1250,times,condition-misc
34584,1250,(,null
34585,1250,10-48,number
34586,1250,h,condition-unit
34587,1250,),null
34588,1250,.,null
34589,1251,After,null
34590,1251,cooling,operation
34591,1251,the,null
34592,1251,autoclave,synthesis-apparatus
34593,1251,to,null
34594,1251,room,condition-misc
34595,1251,temperature,condition-misc
34596,1251,",",null
34597,1251,the,null
34598,1251,collected,material-descriptor
34599,1251,precipitates,unspecified-material
34600,1251,were,null
34601,1251,washed,operation
34602,1251,with,null
34603,1251,water,solvent
34604,1251,and,null
34605,1251,ethanol,solvent
34606,1251,for,null
34607,1251,three,condition-misc
34608,1251,times,condition-misc
34609,1251,",",null
34610,1251,afterward,null
34611,1251,",",null
34612,1251,dried,operation
34613,1251,at,null
34614,1251,60,number
34615,1251,degC,condition-unit
34616,1251,for,null
34617,1251,8,number
34618,1251,h,condition-unit
34619,1251,.,null
34620,1252,First,null
34621,1252,",",null
34622,1252,sodium,precursor
34623,1252,tungstate,precursor
34624,1252,(,null
34625,1252,Na2WO4*2H2O,precursor
34626,1252,),null
34627,1252,(,null
34628,1252,0.005,number
34629,1252,mol,amount-unit
34630,1252,),null
34631,1252,",",null
34632,1252,hydroxylamine,material
34633,1252,hydrochloride,material
34634,1252,(,null
34635,1252,NH2OH*HCl,material
34636,1252,),null
34637,1252,(,null
34638,1252,0.01,number
34639,1252,mol,amount-unit
34640,1252,),null
34641,1252,",",null
34642,1252,sulfourea,precursor
34643,1252,(,null
34644,1252,CH4N2S,precursor
34645,1252,),null
34646,1252,(,null
34647,1252,0.02,number
34648,1252,mol,amount-unit
34649,1252,),null
34650,1252,were,null
34651,1252,dissolved,operation
34652,1252,in,null
34653,1252,30,number
34654,1252,ml,amount-unit
34655,1252,deionized,null
34656,1252,water,solvent
34657,1252,.,null
34658,1253,The,null
34659,1253,surfactants,unspecified-material
34660,1253,were,null
34661,1253,then,null
34662,1253,added,operation
34663,1253,into,null
34664,1253,the,null
34665,1253,solution,unspecified-material
34666,1253,under,null
34667,1253,constant,null
34668,1253,stirring,operation
34669,1253,.,null
34670,1254,The,null
34671,1254,pH,amount-unit
34672,1254,value,null
34673,1254,of,null
34674,1254,the,null
34675,1254,mixture,unspecified-material
34676,1254,was,null
34677,1254,adjusted,operation
34678,1254,to,null
34679,1254,6,number
34680,1254,by,null
34681,1254,dropping,operation
34682,1254,2,number
34683,1254,mol,amount-unit
34684,1254,/,amount-unit
34685,1254,L,amount-unit
34686,1254,hydrochloric,material
34687,1254,acid,material
34688,1254,(,null
34689,1254,HCl,material
34690,1254,),null
34691,1254,or,null
34692,1254,ammonia,material
34693,1254,water,material
34694,1254,(,null
34695,1254,NH3*H2O,material
34696,1254,),null
34697,1254,.,null
34698,1255,The,null
34699,1255,final,null
34700,1255,solution,unspecified-material
34701,1255,was,null
34702,1255,transferred,operation
34703,1255,into,null
34704,1255,a,null
34705,1255,50,number
34706,1255,ml,apparatus-unit
34707,1255,Teflon,apparatus-descriptor
34708,1255,-,apparatus-descriptor
34709,1255,lined,apparatus-descriptor
34710,1255,stainless,apparatus-descriptor
34711,1255,steel,apparatus-descriptor
34712,1255,autoclave,synthesis-apparatus
34713,1255,",",null
34714,1255,which,null
34715,1255,was,null
34716,1255,sealed,operation
34717,1255,and,null
34718,1255,treated,operation
34719,1255,at,null
34720,1255,180,number
34721,1255,degC,condition-unit
34722,1255,for,null
34723,1255,24,number
34724,1255,h,condition-unit
34725,1255,.,null
34726,1256,After,null
34727,1256,calcination,operation
34728,1256,",",null
34729,1256,the,null
34730,1256,as-prepared,null
34731,1256,samples,unspecified-material
34732,1256,were,null
34733,1256,washed,operation
34734,1256,several,condition-misc
34735,1256,times,condition-misc
34736,1256,with,null
34737,1256,distilled,material-descriptor
34738,1256,water,solvent
34739,1256,and,null
34740,1256,absolute,material-descriptor
34741,1256,ethanol,solvent
34742,1256,",",null
34743,1256,and,null
34744,1256,dried,operation
34745,1256,in,null
34746,1256,air,gas
34747,1256,at,null
34748,1256,60,number
34749,1256,degC,condition-unit
34750,1256,for,null
34751,1256,10,number
34752,1256,h,condition-unit
34753,1256,.,null
34754,1257,Graphite,material
34755,1257,oxide,material
34756,1257,was,null
34757,1257,prepared,operation
34758,1257,by,null
34759,1257,oxidation,operation
34760,1257,of,null
34761,1257,graphite,material
34762,1257,powder,material-descriptor
34763,1257,according,null
34764,1257,to,null
34765,1257,the,null
34766,1257,modified,null
34767,1257,Hummers,meta
34768,1257,',meta
34769,1257,method,meta
34770,1257,.,null
34771,1258,GO,material
34772,1258,aqueous,material-descriptor
34773,1258,solution,material-descriptor
34774,1258,was,null
34775,1258,obtained,operation
34776,1258,from,null
34777,1258,centrifugation,operation
34778,1258,at,null
34779,1258,10000,number
34780,1258,rpm,condition-unit
34781,1258,for,null
34782,1258,30,number
34783,1258,min,condition-unit
34784,1258,following,operation
34785,1258,exfoliation,operation
34786,1258,of,null
34787,1258,Graphite,material
34788,1258,oxide,material
34789,1258,by,null
34790,1258,ultrasonication,operation
34791,1258,for,null
34792,1258,30,number
34793,1258,min,condition-unit
34794,1258,",",null
34795,1258,and,null
34796,1258,the,null
34797,1258,supernatant,unspecified-material
34798,1258,was,null
34799,1258,freeze,operation
34800,1258,-,operation
34801,1258,dried,operation
34802,1258,to,null
34803,1258,GO,material
34804,1258,aerogel,material-descriptor
34805,1258,.,null
34806,1259,Nanoplates,property-misc
34807,1259,of,null
34808,1259,LiMnPO4,target
34809,1259,were,null
34810,1259,prepared,operation
34811,1259,as,null
34812,1259,follows,null
34813,1259,:,null
34814,1259,Aqueous,material-descriptor
34815,1259,MnSO4,precursor
34816,1259,(,null
34817,1259,5,number
34818,1259,cm-3,amount-unit
34819,1259,",",null
34820,1259,1,number
34821,1259,mol,amount-unit
34822,1259,dm-3,amount-unit
34823,1259,),null
34824,1259,were,null
34825,1259,added,operation
34826,1259,gradually,null
34827,1259,into,null
34828,1259,NMP,material
34829,1259,(,null
34830,1259,15,number
34831,1259,cm3,amount-unit
34832,1259,),null
34833,1259,containing,null
34834,1259,GO,material
34835,1259,(,null
34836,1259,20,number
34837,1259,mg,amount-unit
34838,1259,),null
34839,1259,under,null
34840,1259,stirring,operation
34841,1259,",",null
34842,1259,and,null
34843,1259,the,null
34844,1259,reaction,null
34845,1259,lasted,operation
34846,1259,for,null
34847,1259,24,number
34848,1259,h,condition-unit
34849,1259,.,null
34850,1260,Before,null
34851,1260,solvothermal,null
34852,1260,process,null
34853,1260,",",null
34854,1260,a,null
34855,1260,turbid,null
34856,1260,liquid,null
34857,1260,of,null
34858,1260,Li3PO4,material
34859,1260,from,null
34860,1260,LiOH,precursor
34861,1260,(,null
34862,1260,5,number
34863,1260,cm3,amount-unit
34864,1260,",",null
34865,1260,3,number
34866,1260,mol,amount-unit
34867,1260,dm-3,amount-unit
34868,1260,),null
34869,1260,and,null
34870,1260,H3PO4,precursor
34871,1260,(,null
34872,1260,5,number
34873,1260,cm3,amount-unit
34874,1260,1,number
34875,1260,mol,amount-unit
34876,1260,dm-3,amount-unit
34877,1260,),null
34878,1260,was,null
34879,1260,added,operation
34880,1260,into,null
34881,1260,the,null
34882,1260,above,null
34883,1260,suspension,unspecified-material
34884,1260,.,null
34885,1261,The,null
34886,1261,suspension,unspecified-material
34887,1261,was,null
34888,1261,then,null
34889,1261,transferred,operation
34890,1261,into,null
34891,1261,a,null
34892,1261,Teflon,apparatus-descriptor
34893,1261,-,apparatus-descriptor
34894,1261,lined,apparatus-descriptor
34895,1261,stainless,apparatus-descriptor
34896,1261,steel,apparatus-descriptor
34897,1261,autoclave,synthesis-apparatus
34898,1261,",",null
34899,1261,and,null
34900,1261,heated,operation
34901,1261,at,null
34902,1261,180,number
34903,1261,degC,condition-unit
34904,1261,for,null
34905,1261,12,number
34906,1261,h,condition-unit
34907,1261,.,null
34908,1262,After,null
34909,1262,cooling,operation
34910,1262,to,null
34911,1262,room,condition-misc
34912,1262,temperature,condition-misc
34913,1262,",",null
34914,1262,the,null
34915,1262,products,unspecified-material
34916,1262,(,null
34917,1262,namely,null
34918,1262,S1,null
34919,1262,),null
34920,1262,were,null
34921,1262,filtered,operation
34922,1262,",",null
34923,1262,washed,operation
34924,1262,with,null
34925,1262,water,solvent
34926,1262,and,null
34927,1262,ethanol,solvent
34928,1262,for,null
34929,1262,several,condition-misc
34930,1262,times,condition-misc
34931,1262,and,null
34932,1262,finally,null
34933,1262,dried,operation
34934,1262,at,null
34935,1262,80,number
34936,1262,degC,condition-unit
34937,1262,.,null
34938,1263,New,null
34939,1263,insights,null
34940,1263,into,null
34941,1263,how,null
34942,1263,Pd,null
34943,1263,nanoparticles,null
34944,1263,influence,null
34945,1263,the,null
34946,1263,photocatalytic,null
34947,1263,oxidation,null
34948,1263,and,null
34949,1263,reduction,null
34950,1263,ability,null
34951,1263,of,null
34952,1263,g-C3N4,target
34953,1263,nanosheets,property-misc
34954,1263,.,null
34955,1264,All,null
34956,1264,chemicals,unspecified-material
34957,1264,used,operation
34958,1264,in,null
34959,1264,this,null
34960,1264,study,null
34961,1264,were,null
34962,1264,of,null
34963,1264,analytical,amount-misc
34964,1264,grade,amount-misc
34965,1264,(,null
34966,1264,Sigma-Aldrich,brand
34967,1264,),null
34968,1264,.,null
34969,1265,Typically,null
34970,1265,",",null
34971,1265,16,number
34972,1265,g,amount-unit
34973,1265,of,null
34974,1265,urea,precursor
34975,1265,was,null
34976,1265,placed,operation
34977,1265,into,null
34978,1265,a,null
34979,1265,50,number
34980,1265,mL,apparatus-unit
34981,1265,alumina,apparatus-descriptor
34982,1265,crucible,synthesis-apparatus
34983,1265,with,null
34984,1265,a,null
34985,1265,cover,synthesis-apparatus
34986,1265,and,null
34987,1265,was,null
34988,1265,heated,operation
34989,1265,in,null
34990,1265,air,gas
34991,1265,at,null
34992,1265,a,null
34993,1265,rate,condition-type
34994,1265,of,null
34995,1265,15,number
34996,1265,degC,condition-unit
34997,1265,min-1,condition-unit
34998,1265,to,null
34999,1265,reach,operation
35000,1265,550,number
35001,1265,degC,condition-unit
35002,1265,.,null
35003,1266,After,null
35004,1266,being,null
35005,1266,heated,operation
35006,1266,at,null
35007,1266,550,number
35008,1266,degC,condition-unit
35009,1266,for,null
35010,1266,2,number
35011,1266,h,condition-unit
35012,1266,",",null
35013,1266,the,null
35014,1266,obtained,operation
35015,1266,g-C3N4,material
35016,1266,was,null
35017,1266,well,condition-misc
35018,1266,ground,operation
35019,1266,in,null
35020,1266,an,null
35021,1266,agate,apparatus-descriptor
35022,1266,mortar,synthesis-apparatus
35023,1266,and,null
35024,1266,was,null
35025,1266,denoted,operation
35026,1266,as,null
35027,1266,C3N4,target
35028,1266,in,null
35029,1266,various,null
35030,1266,characteristic,null
35031,1266,figures,null
35032,1266,below,null
35033,1266,.,null
35034,1267,To,null
35035,1267,prepare,operation
35036,1267,C3N4-Pd,target
35037,1267,composites,property-misc
35038,1267,",",null
35039,1267,1.0,number
35040,1267,g,amount-unit
35041,1267,of,null
35042,1267,the,null
35043,1267,as-prepared,null
35044,1267,g-C3N4,precursor
35045,1267,was,null
35046,1267,added,operation
35047,1267,into,null
35048,1267,100,number
35049,1267,mL,amount-unit
35050,1267,of,null
35051,1267,ethanol,solvent
35052,1267,and,null
35053,1267,was,null
35054,1267,sonicated,operation
35055,1267,for,null
35056,1267,2,number
35057,1267,h,condition-unit
35058,1267,to,null
35059,1267,obtain,operation
35060,1267,thin,material-descriptor
35061,1267,g-C3N4,material
35062,1267,nanosheets,material-descriptor
35063,1267,.,null
35064,1268,The,null
35065,1268,resultant,unspecified-material
35066,1268,was,null
35067,1268,dried,operation
35068,1268,at,null
35069,1268,60,number
35070,1268,degC,condition-unit
35071,1268,.,null
35072,1269,Then,null
35073,1269,",",null
35074,1269,1,number
35075,1269,g,amount-unit
35076,1269,of,null
35077,1269,the,null
35078,1269,dried,operation
35079,1269,thin,material-descriptor
35080,1269,g-C3N4,material
35081,1269,nanosheets,material-descriptor
35082,1269,was,null
35083,1269,added,operation
35084,1269,into,null
35085,1269,100,number
35086,1269,mL,amount-unit
35087,1269,of,null
35088,1269,H2O,solvent
35089,1269,and,null
35090,1269,was,null
35091,1269,kept,null
35092,1269,stirring,operation
35093,1269,for,null
35094,1269,30,number
35095,1269,min,condition-unit
35096,1269,.,null
35097,1270,Then,null
35098,1270,",",null
35099,1270,an,null
35100,1270,appropriate,amount-misc
35101,1270,amount,amount-misc
35102,1270,of,null
35103,1270,Pd(NO3)2,precursor
35104,1270,dissolved,operation
35105,1270,in,null
35106,1270,30,number
35107,1270,mL,amount-unit
35108,1270,of,null
35109,1270,H2O,solvent
35110,1270,was,null
35111,1270,added,operation
35112,1270,dropwise,condition-misc
35113,1270,into,null
35114,1270,the,null
35115,1270,above,null
35116,1270,suspension,unspecified-material
35117,1270,.,null
35118,1271,Next,null
35119,1271,",",null
35120,1271,a,null
35121,1271,certain,amount-misc
35122,1271,amount,amount-misc
35123,1271,of,null
35124,1271,NaBH4,precursor
35125,1271,(,null
35126,1271,according,null
35127,1271,to,null
35128,1271,the,null
35129,1271,molar,amount-unit
35130,1271,ratio,amount-unit
35131,1271,of,null
35132,1271,n(Pd(NO3)2),nonrecipe-material
35133,1271,:,null
35134,1271,n(NaBH4),nonrecipe-material
35135,1271,=,null
35136,1271,1,number
35137,1271,:,number
35138,1271,5,number
35139,1271,),null
35140,1271,dissolved,operation
35141,1271,in,null
35142,1271,30,number
35143,1271,mL,amount-unit
35144,1271,of,null
35145,1271,H2O,solvent
35146,1271,was,null
35147,1271,added,operation
35148,1271,into,null
35149,1271,the,null
35150,1271,above,null
35151,1271,suspension,unspecified-material
35152,1271,.,null
35153,1272,After,null
35154,1272,stirring,operation
35155,1272,for,null
35156,1272,10,number
35157,1272,min,condition-unit
35158,1272,",",null
35159,1272,the,null
35160,1272,resulted,null
35161,1272,suspension,unspecified-material
35162,1272,was,null
35163,1272,aged,operation
35164,1272,for,null
35165,1272,2,number
35166,1272,h,condition-unit
35167,1272,.,null
35168,1273,Finally,null
35169,1273,",",null
35170,1273,the,null
35171,1273,resulted,null
35172,1273,grey,material-descriptor
35173,1273,products,unspecified-material
35174,1273,were,null
35175,1273,collected,operation
35176,1273,by,null
35177,1273,filtration,operation
35178,1273,",",null
35179,1273,washed,operation
35180,1273,with,null
35181,1273,water,material
35182,1273,and,null
35183,1273,ethanol,material
35184,1273,four,number
35185,1273,times,condition-unit
35186,1273,and,null
35187,1273,dried,operation
35188,1273,at,null
35189,1273,60,number
35190,1273,degC,condition-unit
35191,1273,to,null
35192,1273,obtain,operation
35193,1273,the,null
35194,1273,final,material-descriptor
35195,1273,products,unspecified-material
35196,1273,.,null
35197,1274,Depending,null
35198,1274,on,null
35199,1274,the,null
35200,1274,ratio,amount-unit
35201,1274,of,null
35202,1274,n(Pd),nonrecipe-material
35203,1274,:,null
35204,1274,n(C3N4),nonrecipe-material
35205,1274,=,null
35206,1274,1,number
35207,1274,%,amount-unit
35208,1274,",",null
35209,1274,3,number
35210,1274,%,amount-unit
35211,1274,",",null
35212,1274,5,number
35213,1274,%,amount-unit
35214,1274,and,null
35215,1274,10,number
35216,1274,%,amount-unit
35217,1274,",",null
35218,1274,the,null
35219,1274,products,unspecified-material
35220,1274,were,null
35221,1274,labelled,operation
35222,1274,as,null
35223,1274,C3N4-Pd-1,target
35224,1274,%,target
35225,1274,",",null
35226,1274,C3N4-Pd-3,target
35227,1274,%,target
35228,1274,",",null
35229,1274,C3N4-Pd-5,target
35230,1274,%,target
35231,1274,",",null
35232,1274,and,null
35233,1274,C3N4-Pd-10,target
35234,1274,%,target
35235,1274,",",null
35236,1274,respectively,null
35237,1274,.,null
35238,1275,Enhanced,null
35239,1275,electrospray,null
35240,1275,ionization,null
35241,1275,mass,null
35242,1275,spectrometric,null
35243,1275,detection,null
35244,1275,of,null
35245,1275,hexamethylene,target
35246,1275,triperoxide,target
35247,1275,diamine,target
35248,1275,(,null
35249,1275,HMTD,target
35250,1275,),null
35251,1275,after,null
35252,1275,oxidation,null
35253,1275,to,null
35254,1275,tetramethylene,nonrecipe-material
35255,1275,diperoxide,nonrecipe-material
35256,1275,diamine,nonrecipe-material
35257,1275,dialdehyde,nonrecipe-material
35258,1275,(,null
35259,1275,TMDDD,nonrecipe-material
35260,1275,),null
35261,1275,.,null
35262,1276,All,null
35263,1276,chemicals,unspecified-material
35264,1276,used,operation
35265,1276,for,null
35266,1276,synthesis,null
35267,1276,were,null
35268,1276,of,null
35269,1276,reagent,amount-misc
35270,1276,grade,amount-misc
35271,1276,.,null
35272,1277,Lithium,precursor
35273,1277,acetate,precursor
35274,1277,dihydrate,precursor
35275,1277,(,null
35276,1277,99.999,number
35277,1277,%,amount-unit
35278,1277,),null
35279,1277,",",null
35280,1277,acetic,precursor
35281,1277,acid,precursor
35282,1277,(,null
35283,1277,99.99,number
35284,1277,%,amount-unit
35285,1277,),null
35286,1277,as,null
35287,1277,well,null
35288,1277,as,null
35289,1277,the,null
35290,1277,LC,amount-misc
35291,1277,/,amount-misc
35292,1277,MS,amount-misc
35293,1277,grade,amount-misc
35294,1277,acetonitrile,solvent
35295,1277,were,null
35296,1277,purchased,operation
35297,1277,from,null
35298,1277,Sigma-Aldrich,brand
35299,1277,(,null
35300,1277,St,null
35301,1277,.,null
35302,1278,Sodium,precursor
35303,1278,acetate,precursor
35304,1278,(,null
35305,1278,99,number
35306,1278,%,amount-unit
35307,1278,;,null
35308,1278,HPLC,amount-misc
35309,1278,grade,amount-misc
35310,1278,),null
35311,1278,was,null
35312,1278,obtained,operation
35313,1278,from,null
35314,1278,Acros,brand
35315,1278,Organics,brand
35316,1278,(,null
35317,1278,Geel,null
35318,1278,",",null
35319,1278,Belgium,null
35320,1278,),null
35321,1278,.,null
35322,1279,Ammonium,precursor
35323,1279,acetate,precursor
35324,1279,(,null
35325,1279,LC,amount-misc
35326,1279,/,amount-misc
35327,1279,MS,amount-misc
35328,1279,grade,amount-misc
35329,1279,),null
35330,1279,was,null
35331,1279,from,null
35332,1279,Fisher,brand
35333,1279,Scientific,brand
35334,1279,(,null
35335,1279,Fair,null
35336,1279,Lawn,null
35337,1279,",",null
35338,1279,NJ,null
35339,1279,",",null
35340,1279,USA,null
35341,1279,),null
35342,1279,.,null
35343,1280,Potassium,precursor
35344,1280,acetate,precursor
35345,1280,(,null
35346,1280,analytical,amount-misc
35347,1280,grade,amount-misc
35348,1280,),null
35349,1280,was,null
35350,1280,purchased,operation
35351,1280,from,null
35352,1280,POCH,brand
35353,1280,(,null
35354,1280,Gliwice,null
35355,1280,",",null
35356,1280,Poland,null
35357,1280,),null
35358,1280,.,null
35359,1281,Milli-Q,material-descriptor
35360,1281,water,solvent
35361,1281,was,null
35362,1281,used,operation
35363,1281,throughout,null
35364,1281,all,null
35365,1281,the,null
35366,1281,experiments,null
35367,1281,.,null
35368,1282,Standard,null
35369,1282,solutions,property-misc
35370,1282,of,null
35371,1282,HMTD,target
35372,1282,and,null
35373,1282,TMDDD,target
35374,1282,were,null
35375,1282,prepared,operation
35376,1282,daily,null
35377,1282,in,null
35378,1282,acetonitrile,solvent
35379,1282,.,null
35380,1283,HMTD,target
35381,1283,was,null
